搜索关键词,监测品牌,搜索排名,笔记ID,笔记类型,笔记标题,笔记描述,笔记URL,作者ID,作者昵称,笔记最后更新时间,点赞数,收藏数,评论数,分享数,品牌情感倾向,品牌高频词,数据采集时间
缕灵,Living Proof,54,68215f23000000001200150b,video,夏天需要一点蓬松清爽感🍋,"🇺🇸进口高端洗发水livingproof
历史超低💰！！
#看得见的肽蓬松力[话题]# #缕灵丰盈蓬松洗发水[话题]# #Livingproof[话题]# #Livingproof缕灵[话题]# #livingproof洗发水[话题]# #缕灵每日圆满洗护[话题]# #洗发水清仓捡漏[话题]# #油头洗发水[话题]# #洗发水控油蓬松[话题]# #控油洗发水推荐[话题]#",https://www.xiaohongshu.com/explore/68215f23000000001200150b?xsec_token=ABC4aA3WeshVmiL2sW2jbYQRPvDp-oKr5dRITDdfnS3LQ=&xsec_source=pc_search,62e8b5ab000000001501ae8e,小甜蜜丸子,2025-05-12T10:38:28+00:00,0.0,0.0,1.0,0.0,正向,"高端, 蓬松, 清爽",2025-06-07T20:52:35.022939+00:00
缕灵,Living Proof,55,655b82fa000000003203350b,normal,living proof护发素跌到200以下等于不要钱,"对头皮好一点 头发也能牢固一点
之前洗发水就很久没上架了
这回应该是货源充足
否则早就断货了
护发素就配给长头发的宝宝
油头短发可以不用
发根扁塌真的要试试它
头发蓬松了脸也能小一圈
	
它的确有黑科技 麻省理工研制
但黑科技不是变魔法 不要幻想到不切实际的程度
它能改善 但出油厉害的根源肯定还是身体调理
想长期解决油头
肯定还要早睡早起多喝水 balabala
如果换洗发水都解决不了 发根扁塌的话
真的不能怪洗发水了 要找找其他原因
	
另外就是不要买到假货
每天出门 还要做饭的话
最好还是2天一洗 买大瓶不心疼
	
#Livingproof[话题]# #黑科技[话题]# #輕鬆趕走扁塌髮根[话题]# #发根蓬松[话题]# #显脸小[话题]# #解决头皮头发所有问题[话题]# #发量惊人[话题]# #亚马逊海外购[话题]# #亚马逊[话题]# #每天洗头[话题]# #头发不油[话题]# #livingproof洗发水[话题]# #麻省理工[话题]# #Livingproof缕灵[话题]#",https://www.xiaohongshu.com/explore/655b82fa000000003203350b?xsec_token=ABbjaKshpVM7jlpcrrzlSlq9FVeycg4dqqonMOqFzvkgw=&xsec_source=pc_search,5bbb9bc94bcb9c0001dc7cbf,叫我酥心糖,2023-11-21T00:42:17+00:00,42.0,37.0,50.0,30.0,正向,"对头皮好, 头发牢固, 黑科技, 改善发根扁塌, 头发蓬松, 显脸小, 解决头皮头发所有问题, 发量惊人, 头发不油",2025-05-30T00:22:23.59066+00:00
缕灵,Living Proof,56,681899d70000000012005037,video,浴室不能没有它。。轻盈蓬松～,"绝对是蓬松的黑科技！
氨基酸表活+专研蓬蓬肽
多大的油头都不够看[赞R]
限时⭕️哦，不要放过这个洗发水啊～
	
#控油蓬松[话题]# #洗发水控油蓬松[话题]# #livingproof洗发水[话题]# #Livingproof缕灵[话题]# #缕灵丰盈蓬松洗发水[话题]# #livingproof丰盈洗发水[话题]# #缕灵每日圆满洗发水[话题]# #洗发水分享[话题]# #夏季洗发水推荐[话题]# #看得见的肽蓬松力[话题]#",https://www.xiaohongshu.com/explore/681899d70000000012005037?xsec_token=ABmO6vQ7nVPTql8bBSucFMiNZkDgWL_iIW-UpXuOQK3Jo=&xsec_source=pc_search,62e8b5ab000000001501ae8e,小甜蜜丸子,2025-05-05T18:58:32+00:00,1.0,0.0,2.0,0.0,正向,"蓬松, 黑科技, 控油",2025-06-07T20:18:36.762238+00:00
缕灵,Living Proof,57,6805faed000000000f030ebd,video,吹爆！体验感如其名的洗发水！！！,"完美头发日洗发水 真的很完美[集美R]
	
咱就是说，选洗发水真的太纠结了！我当时在买洗发水的时候，真的是挑花了眼！最后选了这款每日圆满，事实证明，我的选择没有错！
	
中干性沙发发质，冲每日圆满就对了！！
洗完之后头发不仅蓬松，而且发质一点也不干！
很多洗发水用完头发是蓬松了，但是头皮和发尾却干得像稻草！每日圆满完全不会！修复滋养杠杠的，完全是中干性沙发天菜，真的太爱了！
	
都给我去试试，真的不会让你们失望！冲就完事儿了！💖
	
#洗发水推荐排行榜[话题]# #livingproof洗发水[话题]# #缕灵每日圆满洗发水[话题]# #LivingProof每日圆满洗发水[话题]# #livingproof[话题]# #滋养修复洗发水[话题]# #沙发洗发水推荐[话题]# #氨基酸洗发水[话题]# #洗发水控油蓬松[话题]#",https://www.xiaohongshu.com/explore/6805faed000000000f030ebd?xsec_token=ABv4dHwqmviSH0F4WdhHjZtbqs52BGB7PKeJXcQOc9PC0=&xsec_source=pc_search,62e8b5ab000000001501ae8e,小甜蜜丸子,2025-04-21T15:59:42+00:00,2.0,0.0,1.0,0.0,正向,"完美, 修复滋养杠杠的, 太爱了",2025-06-07T20:52:35.022939+00:00
缕灵,Living Proof,58,67fc7ca9000000000b02d03f,video,谁把我宝藏洗发水挖出来了。。。,"试过无数控油洗发水
要么干到炸毛要么半天就打回原形…
直到挖到Living Proof缕灵这个实验室级护发大佬！
真正让我跪服的还是丰盈蓬松洗发水
油头竟能三天不洗还支棱！！
还是那种发顶蓬松发尾滋润！
吹干直接头包脸，发量诈pian术拿捏了！
	
限时发放[优惠券R]券
官qi💰2折！！
#livingproof[话题]# #缕灵丰盈蓬松洗发水[话题]# #livingproof洗发水[话题]# #控油蓬松[话题]# #春日养发护发[话题]# #控油蓬松洗发水推荐[话题]# #夏季洗发水推荐[话题]# #防脱控油洗发水[话题]# #油头洗发水[话题]# #洗发水红榜[话题]#",https://www.xiaohongshu.com/explore/67fc7ca9000000000b02d03f?xsec_token=ABeeMmxhYLAukT_dsGbleyn_j6jwFUKWUXeFGMUXTbgVM=&xsec_source=pc_search,62e8b5ab000000001501ae8e,小甜蜜丸子,2025-04-14T11:10:34+00:00,2.0,0.0,0.0,0.0,正向,"实验室级护发大佬, 真正让我跪服",2025-06-07T20:18:36.762238+00:00
缕灵,Living Proof,59,683fed290000000022006bdb,normal,用它3天不洗头❗️蓬松洗发水现在118🉐,"Livingproof缕灵丰盈蓬松洗发水236毫升
正装！正装！
有效期26年3月底
还有大半年呢，自用划算
细软塌都去冲～
#专柜正品[话题]# #洗发水控油蓬松[话题]# #蓬松洗发水[话题]# #贵妇洗发水[话题]# #沙龙洗发水[话题]# #livingproof[话题]# #细软塌救星[话题]# #细软塌必入[话题]# #临期美妆[话题]# #清仓特价[话题]#",https://www.xiaohongshu.com/explore/683fed290000000022006bdb?xsec_token=ABdDHYuZj-8q1VZhJsVa3GBJXi6b-Z404B66wWWgdOue0=&xsec_source=pc_search,60f39e750000000001004f6e,每天想退休,2025-06-04T14:52:25+00:00,0.0,1.0,0.0,0.0,正向,"专柜正品, 贵妇, 沙龙",2025-06-07T20:52:35.022939+00:00
缕灵,Living Proof,62,68408ece00000000230159b1,normal,我天啊！三天没洗头还能支棱成蒲公英头！,"家人们！谁懂细软塌的痛啊！每天洗头还是贴头皮，直到挖到Living Proof缕灵这套洗护，直接给我拿捏住了！
咱就是说，这蓬蓬肽真的牛！尾穗苋籽提取物就像给发根装了空气弹簧，洗完头顶直接支棱成蒲公英，一次洗护能蓬48小时 ，洗三次发丝直接增粗4.22% ！细软塌秒变高颅顶美女，发缝都能隐形，绝了！
还有这蠕虫叉红藻提取物，对敏敏头太友好啦！强韧发丝减少断发，舒缓头皮，油敏头狂喜 ，还能抗🐑化，抗住紫外线和污染，一整个绝绝子！
护发素更是枯发救星！植烷三醇锁水、强韧、促渗透三合一，炸毛、干枯受损发质用了直接丝滑到能滑滑梯 。油头、细软塌、想搞高颅顶的姐妹，信我！用这套直接从“贴脸枯草”逆袭“空气感美女” ，油头姐妹闭眼冲，三天不洗头还能支棱，谁用谁香！
#LivingProof[话题]##缕灵[话题]# #细软塌救星[话题]# #油头洗护[话题]# #高颅顶洗发水[话题]# #护发干货[话题]##爱用好物[话题]#",https://www.xiaohongshu.com/explore/68408ece00000000230159b1?xsec_token=ABrDrYMv9Ymt6s2Gc39V3sw1OGUnNbCji5okc7slv6GtQ=&xsec_source=pc_search,619f14be0000000010006983,一个密密,2025-06-05T02:22:07+00:00,40.0,0.0,0.0,0.0,正向,"拿捏住了, 牛, 友好, 强韧, 舒缓, 抗🐑化, 抗住紫外线和污染, 绝绝子",2025-06-07T20:52:35.022939+00:00
缕灵,Living Proof,63,67308a19000000003c016170,normal,细软塌救星洗发水,"Living proof 缕灵丰盈蓬松控油洗发水
一直使用，效果很好
用了其他洗发水都不如这个好",https://www.xiaohongshu.com/explore/67308a19000000003c016170?xsec_token=ABdh2DXNEOdFMqapTPo5O4BJx5TdhZa0Jpgf8lPW73yw0=&xsec_source=pc_search,58a01f7a5e87e74bd65e37ab,小喵咪呀,2024-11-10T18:25:29+00:00,0.0,0.0,1.0,0.0,中立,,2025-05-30T00:22:23.59066+00:00
缕灵,Living Proof,64,65b71d04000000000c004571,normal,油扁塌冲它就完事了！高颅顶轻松get！,"细软塌+大油头真的很爱living proof缕灵.这组丰盈蓬松护发cp！空瓶贼多次了！
不吹不黑 它的控油蓬松度大油头用完感觉头皮都在呼吸！除了有点小贵 真的没毛病！
	
⚪缕灵丰盈蓬松洗发水
透明啫喱质地 上头轻松就能搓出丰富细腻的泡沫
洗完头皮贼清爽！
发丝根根分明 有种被支棱起来的感觉！
吹干就能轻松get高颅顶头发看起来丰盈蓬松！
从视觉上看发量翻倍！
	
⚪缕灵丰盈蓬松洗发水
因为经常染烫发丝受损难免会有些毛躁干枯
搭配同款护发素使用 深层修护受损发丝
丝滑奶冻质地 一冲即净
洗完头发一梳到底 顺滑有光泽
这一套搭配使用下来
头发蓬松柔顺发丝还带着清新的果香
大油头坚持个三天不在话下！而且发丝越用用越强韧！
#控油洗发水[话题]##控油蓬松洗发水[话题]##洗发水推荐[话题]##护发养发[话题]##细软塌发质[话题]##细软塌必入蓬松洗发水[话题]##洗护好物[话题]##浴室好物[话题]##小众洗护[话题]##浪漫生活的记录者[话题]##提升幸福的小物[话题]##宝藏个护ontime[话题]##油头救星[话题]##livingproof缕灵[话题]##livingproof洗发水[话题]##livingproof护发素[话题]##看得见的肽蓬松力[话题]#",https://www.xiaohongshu.com/explore/65b71d04000000000c004571?xsec_token=ABbhs_YrrEBbQi3MAExv9fuRql9gYRwrYcwlEsOr3mLNk=&xsec_source=pc_search,5a3b36584eacab5bd2aa36ac,WHERE.呱呱的主人,2024-01-29T11:35:33+00:00,66.0,39.0,24.0,3.0,正向,"控油蓬松, 清爽, 顺滑有光泽, 强韧",2025-05-30T00:22:23.59066+00:00
缕灵,Living Proof,67,67bc0998000000002803663d,normal,35💰起，卖完无补❗️缕灵洗发水+干发喷雾❗️,"缕灵又换代理商啦
特价的补不到了
现货就剩仓库那点
卖完无补！！！
干发喷雾小瓶的35¥（日期25年4月中）
干发喷雾大瓶的85¥（日期25年9月底）
洗发水正装118¥（日期26年3月）
#免洗喷雾[话题]# #干发喷雾[话题]# #蓬松喷雾[话题]# #油头救星[话题]# #超赞的洗发水[话题]# #洗发水分享[话题]# #缕灵[话题]# #livingproof[话题]# #细软塌救星[话题]# #浅春系穿搭[话题]#",https://www.xiaohongshu.com/explore/67bc0998000000002803663d?xsec_token=ABq4rnW-EWQ9LGZNu4ljKb1ONIgcqQCuCiKOeSE1I2A_g=&xsec_source=pc_search,55719c0b484fb66432ed12b3,正正正品搬运工,2025-05-19T14:42:58+00:00,0.0,0.0,0.0,2.0,正向,"油头救星, 细软塌救星",2025-06-07T20:52:35.022939+00:00
缕灵,Living Proof,68,65572e85000000001f02c25c,normal,非大油田避雷缕灵洗发水,"在6➕1直播间下单了缕灵洗发水，号称蓬松高颅顶，双11活动价182.57元，正装洗发水和护发素各1件，30ml小样一件。第一次使用后发现发际线处很大面积的皮屑，跟客服沟通，反映了问题，客服一言不合就是退货需承担小样的费用，已经让我有点反感，但起初以为是自己使用不当的问题（在网上看过洗头要先洗头皮的方法），以为是产品太控油了，洗两次的方法不适用于我自己，故跟客服沟通再使用一次看看效果，今天是第二次，我全程只洗了一次头发，仍旧出现上次的情况，再次跟客服沟通。客服继续告诉我，退货要出税费20.2元，小样49.9元。呵呵
我只能说 大家如果不是大油田的皮肤，掂量一下吧。",https://www.xiaohongshu.com/explore/65572e85000000001f02c25c?xsec_token=ABN_K5qeolFYAaZrcppXNOpdIjK4vHCkW1O4OEGUxNKKs=&xsec_source=pc_search,5a30e6ac4eacab460cd48b69,白敬亭老婆,2023-11-17T18:00:58+00:00,7.0,1.0,0.0,0.0,负向,"反感, 税费高, 小样费用不合理",2025-05-30T00:22:23.59066+00:00
缕灵,Living Proof,69,67e15fdd000000001b03bed4,normal,缕灵！我是真的受够了！！！！,"真的够够了，每天就这么不间断地滴滴滴滴滴滴，每一天！！！！每时每刻！！！！到底能不能改进一下你们的泵头！！！！还我置物架干净清爽也是你们的职责之一好吗！！！！造成的浪费我就不说了！
	
#缕灵[话题]# #livingproof[话题]#  @Living proof 缕灵 @Living proof缕灵 @Living proof缕灵 @Living proof 缕灵",https://www.xiaohongshu.com/explore/67e15fdd000000001b03bed4?xsec_token=ABkX-AZI6VDHBGZ-tqEW7qSbhF64n8QURbR8ieFyQ1l9E=&xsec_source=pc_search,5a5768004eacab5fb1edbf2a,哈利波波波波特,2025-03-24T21:36:30+00:00,0.0,1.0,11.0,0.0,负向,"浪费, 不干净, 需要改进",2025-05-30T00:22:23.59066+00:00
缕灵,Living Proof,70,682eaf150000000020029b7f,normal,美国LivingProof缕灵洗护系列合集,"日常洗护要用就用安全 有性价比的
比如美国专业高端科技护发品牌LivingProof缕灵👏🏻
尤其丰盈蓬松系列
拯救超级大油头巨猛！
洗完又干净又清爽还轻松get高颅顶
发根直立 蓬蓬的～
48小时持续控油蓬松
亲测三天不洗头都不带油不带贴头皮的
长期用还能充盈发芯 提升发质
超级省心!!
	
Living Proof全线产品均采用无硅油配方
成分温和安全，上市前都要经过16项严格测试
还含有OFPMA、PBAE和ETAS等专为不同发质研发的专利成分技术
拥有抗油抗水、防灰尘、抗毛糙、强发芯、控油蓬松等功效
产品根据针对性的功效细分为多个系列
绝对是市面上一般的洗护产品不能比的
	
[星R]缕灵丰盈蓬松洗发水 护发素
单用可，搭配着用效果更好
发尾根根直立，高颅顶拔地而起！
而且不是炸毛感，是那种又蓬松又顺滑的显发量头包脸氛围感！！
	
专业临床测试
✅洗1次清爽蓬松48小时！
✅洗3次发芯强韧发丝增粗4.22%！
	
﻿#livingproof护发素[话题]#﻿ ﻿#livingproof丰盈蓬松洗发水[话题]#﻿ ﻿#缕灵[话题]#﻿",https://www.xiaohongshu.com/explore/682eaf150000000020029b7f?xsec_token=ABbuh-n7z5JY3TJH0YWJaaXPhwVCgwVWZg5QDwry1IoHA=&xsec_source=pc_search,5ea3dacf00000000010079b5,豆小圆,2025-05-22T12:59:01+00:00,0.0,0.0,0.0,0.0,正向,"丰盈蓬松, 拯救大油头, 干净清爽, 高颅顶, 发根直立, 48小时持续控油, 充盈发芯, 提升发质, 省心",2025-05-30T00:22:23.59066+00:00
缕灵,Living Proof,71,64f3fd980000000020002935,normal,⚠️避雷针：超难用的油头洗护没有之一,"救命🆘！没有用过的产品绝不乱讲话。
这次真的有点出离愤怒。油头真的千万不要买，踩雷踩得稳稳的。
	
一生油头所以一直在寻找好用的洗发水，什么叫好用？要求不高：
👉洗完吹干要有清爽轻盈感
👉有没有#高颅顶[话题]# 我不在乎！但至少1.5-2天不用洗头。
	
几星期前被小红书种草到Living proof这款洗发水➕护发素。立马奔到Sephora洗发水护发素配齐两瓶60欧，用了半瓶不到：就这⁉️⁉️
每次洗完不仅没有清爽轻盈的感觉，尤其是护发素真的怎么冲都感觉没冲干净，连假滑都不舍得给我感受一下。而且用超市买4-5欧的欧莱雅卡尼尔至少也是第二天中午才感觉开始油，结果用了这以后可以迅速达到“早上洗头，下午四五点就闻到自己头皮的味道”请问是认真的吗？
	
还要吐槽开口设计，不能好好按个泵头非整些花里胡哨的，每次洗澡洗头光着身子使出吃奶的劲儿挤压瓶身才能搞出来。讲真 @Living proof缕灵 到底有没有在好好做产品？还是尽花💰作推广了？产品真的有找目标消费者做过test？如果样本低于40个我只能说谢谢您慢走不送。这样一瓶卖30欧真的疯了！[石化R][石化R] 唯一大概就是味道不难闻。
	
吐槽归吐槽，下回给#油头[话题]# 们推荐好用的洗发水！
	
#油头[话题]# #油头洗发水[话题]# #控油洗发水[话题]# #洗发水推荐[话题]# #洗发水测评[话题]#",https://www.xiaohongshu.com/explore/64f3fd980000000020002935?xsec_token=ABEMHrPnjqKlIZn2dof8Mqt45TdLIHLhl-rsM7Bc7me0w=&xsec_source=pc_search,5ad78e0fe8ac2b29567c6978,24年的拉菲,2023-09-03T12:44:48+00:00,6.0,0.0,1.0,4.0,负向,"难用, 设计不合理, 价格高",2025-05-30T00:22:23.59066+00:00
缕灵,Living Proof,72,6832e0b7000000002301e9ad,normal,怎么有如此难用的洗发水！,"甚至连海飞丝都不如，不仅头发油的巨快，而且到了第三天就开始痒，一开始以为是没冲干净，到了第四次使用才发现就是那种冲完泡沫后头发摸着都油腻的感觉！
真的太太太难用！！我都不是油头都用成这样
上一瓶是off relax 再上一瓶是卡诗，相差千里[微笑R]
#油头洗发水[话题]# #洗发露[话题]# #洗发水控油蓬松[话题]# #洗发水[话题]# #洗发水测评[话题]#",https://www.xiaohongshu.com/explore/6832e0b7000000002301e9ad?xsec_token=ABVERp_nQ7AfLRulWW4Owxiy3ODcEyr2ctRoJ0ym-hEis=&xsec_source=pc_search,5bc89935cdee48000187d6eb,啊哈哈哈哈哈哈,2025-05-25T17:19:52+00:00,0.0,0.0,9.0,0.0,中立,,2025-06-07T20:18:36.762238+00:00
缕灵,Living Proof,73,683d143d000000000c03b70b,normal,被Tony 种草的洗发水,最近烫了头发，所以头发有点干燥，但是头皮又很油，上海来的Tony推荐了这瓶洗发水，说用完之后发根会很蓬松，同时发质也不会很干，入手试了下，确实比其他洗发水用起来蓬松，而且持久度很好#缕灵[话题]# #缕灵洗发水[话题]# #livingproof[话题]#,https://www.xiaohongshu.com/explore/683d143d000000000c03b70b?xsec_token=ABxxvGj-vFs91EFUWu12FpeVLEAS9-gDhXDc4_sM6ratE=&xsec_source=pc_search,5b44a0334eacab28f6752668,是潇潇吖,2025-06-02T11:03:35+00:00,9.0,3.0,4.0,3.0,正向,"蓬松, 持久度很好",2025-06-07T20:18:36.762238+00:00
缕灵,Living Proof,74,6805f094000000001d017dfe,normal,我宣布❗这个洗发水真能有发丝氛围感～,"夏天脂皮真的太折磨人了！一天不洗头就油得不行，还头痒、头屑多，这谁顶得住😭
	
好多人以为勤用控油洗发水就能搞定脂皮，大错特错！头发屏障受损或过度刺激清洁，反而会更加严重，普通洗发水治标不治本。
	
首先，洗发水得用对！像缕灵洗发水这种氨基酸洗发水，温和清洁的同时还能达到控油蓬松，更适合问题头皮！
本人洗一次起码可以顶两天不油不扁塌❗
	
洗完头发不会干涩。蠕虫叉红藻提取物能给头发盖层防护膜，防灰防湿气，控油效果杠杠的！清爽感立马就来啦，夏天的黏糊感瞬间消失🧊
吹干后，头发轻盈蓬松，妥妥的头包脸，高颅顶让脸都小了一圈！
	
大油头的姐妹们都去试试缕灵洗发水，真的能处，蓬松持久狠狠拿捏，再也不用为天天洗头烦恼啦！
现在日常💰2折❗❗冲就完事儿～
	
#洗发水控油蓬松[话题]# #看得见的肽蓬松力[话题]# #livingproof洗发水[话题]# #油头洗发水[话题]# #洗发水红榜[话题]# #缕灵丰盈蓬松洗发水[话题]# #livingproof缕灵[话题]# #夏天洗发水推荐[话题]# #洗发水去屑止痒控油蓬松[话题]# #livingproof蓬松洗护[话题]#",https://www.xiaohongshu.com/explore/6805f094000000001d017dfe?xsec_token=ABv4dHwqmviSH0F4WdhHjZtU7kNV2tmGcykB0sLXAa3b0=&xsec_source=pc_search,62790ce6000000001501745f,bellaaaa,2025-04-21T15:15:33+00:00,1.0,0.0,0.0,0.0,正向,"温和清洁, 控油蓬松, 清爽感, 轻盈蓬松, 防灰防湿气",2025-06-07T20:52:35.022939+00:00
缕灵,Living Proof,75,67245bc8000000001a01ff7d,normal,避雷天猫livingproof,"买了一套他家洗发水 第一次寄来是漏的
然后说补偿25元 但是我不想要就拒绝
所以换货了 但是二次换回来的还是漏的
看着还是原来那个漏的
要不是心疼我辛辛苦苦抢的李佳琦红包
我就真的退了 这么无良的商家真恶心
#livingproof[话题]#",https://www.xiaohongshu.com/explore/67245bc8000000001a01ff7d?xsec_token=ABJTXQZfGRf4QnJsVwMOMuOZ38B1fB70THe6B8pxXA1PA=&xsec_source=pc_search,5e8b786e0000000001002639,啾了个啾,2024-11-01T12:40:41+00:00,20.0,0.0,1.0,1.0,负向,"无良, 恶心",2025-05-30T00:22:23.59066+00:00
缕灵,Living Proof,76,682320d2000000000f03a655,video,神仙洗发水的神仙机制！从没这么低过！,"氨基酸配方，不会干干涩涩的！
这款是livingproof每日圆满
更适合干性发质的宝子
滋养干枯毛燥 睡一觉头发都不带打结的！
	
官方200+💰！仅此一批清完即止！
油头宝子们去冲丰盈蓬松款[害羞R]
	
#livingproof洗发水[话题]# #缕灵丰盈蓬松洗发水[话题]# #Livingproof缕灵[话题]# #进口洗发水[话题]# #洗发水清仓捡漏[话题]# #洗发水控油蓬松[话题]# #干枯毛燥洗发水[话题]# #氨基酸洗发水[话题]# #去屑止痒洗发水[话题]# #洗发水蓬松细软塌[话题]#",https://www.xiaohongshu.com/explore/682320d2000000000f03a655?xsec_token=ABqsAN3FG4lQ_6WAXsRUAa8LZnx6wh714QKJ75b3qQLYs=&xsec_source=pc_search,62e8b5ab000000001501ae8e,小甜蜜丸子,2025-05-13T18:37:07+00:00,0.0,0.0,2.0,1.0,正向,"滋养, 不会干干涩涩",2025-06-07T20:52:35.022939+00:00
缕灵,Living Proof,77,682eb413000000000f031ab2,video,册那‼️打到79💰！官方200+没下来过。。,"谁懂！缕灵蓬松的效果让我服的透透的！
不是拔干的单纯去油
而且带有轻盈水润感的蓬松！
头皮巨清爽 头发根根分明！
	
挤出来是流动性很强的啫喱质地
很高级的清香～
洗完三天 发丝还带着若有若无的香气
这个折扣性价比拉满了！保税仓发的！
	
#livingproof洗发水[话题]# #Livingproof缕灵[话题]# #洗发水控油蓬松[话题]# #缕灵丰盈蓬松洗发水[话题]# #养发高端局[话题]# #洗发水去屑止痒控油蓬松[话题]# #洗发水618[话题]# #进口洗发水[话题]# #头发油用什么洗发水[话题]#",https://www.xiaohongshu.com/explore/682eb413000000000f031ab2?xsec_token=ABG30OPiP0GB2HgEzamJQZtDVasBcWudewRHJK1C5aJeA=&xsec_source=pc_search,62e8b5ab000000001501ae8e,小甜蜜丸子,2025-05-22T13:20:19+00:00,0.0,0.0,1.0,1.0,正向,"高级, 清香, 性价比高",2025-06-07T20:52:35.022939+00:00
缕灵,Living Proof,78,68122466000000000d0148ce,video,来薅羊毛‼️2折捡漏的缕灵洗发水！！,"官网229💰
直接跳水到79💰正装！！
囤到就是赚到！
#livingproof洗发水[话题]# #防脱控油洗发水[话题]# #看得见的肽蓬松力[话题]# #洗发水控油蓬松[话题]# #细软塌洗发水[话题]# #缕灵丰盈蓬松洗发水[话题]# #缕灵洗发水[话题]# #livingproof蓬松洗护[话题]#",https://www.xiaohongshu.com/explore/68122466000000000d0148ce?xsec_token=ABe0kvNmNK_6aildZNd4-E4Piy0SwT60Lij28FAF1_4mA=&xsec_source=pc_search,62e8b5ab000000001501ae8e,小甜蜜丸子,2025-04-30T21:23:51+00:00,1.0,0.0,1.0,0.0,正向,"丰盈, 蓬松, 控油",2025-06-07T20:52:35.022939+00:00
缕灵,Living Proof,79,6841662a000000000303dd20,normal,plog博主32天🔁｜好东西就要一起分享呀,"-
欢迎来到我的plog
早餐是牛奶+瑞士卷
	
发现好物忍不住就要分享出来
前段时间收到了朋友送来的Living proof小蓝瓶
朋友用了觉得不错
也送给了我一瓶 嘻嘻开心
	
还有分享今天的午餐~M记
	
#失业日记[话题]# #新人博主[话题]# #plog日常[话题]# #缕灵[话题]# #livingproof[话题]# #头皮精华[话题]# #头皮修护[话题]# #控油蓬松[话题]# #油头救星[话题]# #分享生活[话题]# #素人博主[话题]# #新人报道[话题]# #plog新人博主[话题]# #尝试做自媒体博主[话题]# #养成系博主[话题]#",https://www.xiaohongshu.com/explore/6841662a000000000303dd20?xsec_token=ABM16catNEKsZW9cw3Qx9EEIdnABcTxtiCZg3Y3ojx67E=&xsec_source=pc_search,57cad8306a6a696743edff52,vickvv,2025-06-06T15:38:22+00:00,34.0,16.0,47.0,1.0,正向,"不错, 蛮不错, 不会很快出油",2025-06-07T20:18:36.762238+00:00
缕灵,Living Proof,80,673dfd3800000000020295ad,normal,我宣布 24 年细软塌最好用的洗发水出现了！,"Living proof.缕灵
本细软塌大油头表示真的超级好用啊！！！
味道带点淡淡清新的果香
主要是洗完头巨蓬松！且巨有光泽感！！！
很多去油洗发水虽然去油能力很强，但是洗完头发都干绷绷的，这款让本细软塌尝到了，头发干净清爽但是又很有光泽的感觉！！狠狠爱了❤️（重点我没有用护发素的情况下都带明显光泽 TvT）
续航能力也强，2天完全hold得住[加油R]
去屑能力也很强，这款他没有吹过去屑这个点，但是我被惊艳了
	
唯一的缺点是在焦虑用什么代替它交换使用[吧唧R]
#livingproof蓬松洗发水[话题]# #油头救星[话题]# #油头洗发水[话题]##24年好物清单[话题]#",https://www.xiaohongshu.com/explore/673dfd3800000000020295ad?xsec_token=ABJBYsdZGpMVtLH-rg9bEzObGCT7NgoMrnYBm0cRYM0rA=&xsec_source=pc_search,650afb4f000000001200698e,momo,2024-11-20T23:16:09+00:00,2.0,2.0,0.0,2.0,正向,"超级好用, 淡淡清新的果香, 巨蓬松, 巨有光泽感, 干净清爽, 很有光泽, 续航能力也强, 去屑能力也很强",2025-05-30T00:22:23.59066+00:00
缕灵,Living Proof,81,683d80ed000000002301ff51,normal,油头狂喜,"-被章小蕙女士&Papi酱女士长草有一段时间了
	
-趁着618折扣不得狠狠拿下💪🏿
	
-最近去健身房也都忍不住带着，运动完蓬松高颅顶也能轻松拿捏
	
-真是后悔买晚了，是一款会无限回购的洗发水
#油头救星[话题]# #缕灵[话题]# #缕灵洗发水[话题]# #livingproof[话题]#",https://www.xiaohongshu.com/explore/683d80ed000000002301ff51?xsec_token=ABxxvGj-vFs91EFUWu12FpeZ4D7QOM6YgAZYfvfQ_PVU8=&xsec_source=pc_search,556bf86a67bc652ebb7c9f71,阿Jo,2025-06-02T22:17:41+00:00,12.0,4.0,8.0,6.0,正向,"后悔买晚了, 无限回购",2025-06-07T20:18:36.762238+00:00
缕灵,Living Proof,82,67a5b91a0000000018008b44,normal,是谁被摸老师种草了,实在是太贵了，所以买了试用，刚刚洗完头，哇哦，真的是蓬松。我之前用赛逸，洗完是那种干、炸的状态，缕灵洗完，不炸了，梳头发不打结。不确定头屑和抗痒如何，需要再洗几次看看。,https://www.xiaohongshu.com/explore/67a5b91a0000000018008b44?xsec_token=ABbWEs7-ADaIAfRdf-XJPHta5H0kg-mi_mBnIso-Ry8rw=&xsec_source=pc_search,601d12da0000000001005228,孟夏草木长,2025-02-07T15:41:15+00:00,0.0,0.0,0.0,0.0,正向,"不炸, 梳头发不打结",2025-05-30T00:22:23.59066+00:00
