搜索关键词,监测品牌,搜索排名,笔记ID,笔记类型,笔记标题,笔记描述,笔记URL,作者ID,作者昵称,笔记最后更新时间,点赞数,收藏数,评论数,分享数,品牌情感倾向,品牌高频词,数据采集时间
livingproof,Living Proof,50,670fc1630000000016022c16,normal,Living Proof蓬松喷雾到底要怎么才能蓬松？,"喷完比三天没洗的油头还要油
黏在一块儿到底怎么蓬松？
香精味熏得脑仁儿疼
直接扔
btw，洗发水还是很好用的
（编辑一下避免误伤，这是定型喷雾，但确实香精味太重非常熏，二是也确实很油）",https://www.xiaohongshu.com/explore/670fc1630000000016022c16?xsec_token=ABsjSU3X3GJVbbJ186UWyFu8haxx68Yp9Ft4JEh4ccTws=&xsec_source=pc_search,566d9ccbb8ce1a522f4b8479,阿拉丁,2024-12-06T18:03:04+00:00,20.0,11.0,38.0,3.0,负向,"香精味熏, 很油",2025-06-07T20:07:59.707381+00:00
livingproof,Living Proof,51,65eeb78900000000130278c9,normal,用了不想换 | 干枯油扁塌有救了,"-
作为一个发根扁塌 发尾干的人在洗发用品的挑选上真的很挑剔，早上洗下午就贴头发，发尾又干枯打结，整个人精致度大打折扣，Living proof缕灵的这两款产品就能完美解决的我的问题。
	
Living proof缕灵丰盈蓬松洗发水
细软塌的本命洗发水
来自麻省理工的研发团队，内含科技“蓬蓬肽”，能够深入发芯，增加头发弹性。第一次用的时候就有被惊艳到，洗完没有用吹风机吹，自然干的情况下，头发依然很蓬松，感觉发根都是立起来的，一点也不塌！而且2-4天发丝都可以一直持续保持蓬松丰盈的状态。透明的啫喱质地，起泡很丰富，洗完发根清爽，整个人都轻松了。而且控油的同时不会干涩，特别温和。味道是清新的果香，留香很持久，氛围感直接拉满！！很适合细软塌的宝子。
	
Living proof缕灵养发真丝瓶
这款养发精华乳简直是发丝干枯毛燥的救星，懒人福音。
修复肽复配氨基酸的营养成分，能够很好形成发丝保护膜，牢牢包裹住发丝，给我们的每根秀发都补充营养，加倍修护力，用一次就看得到效果。关键是免水洗太方便了，干发湿发都能用。偏乳液的质地很清爽，睡前一抹随便抓一抓就吸收了，不会有油腻感，也不用担心沾枕，还有淡淡的香味伴着入眠，隔天起来头发就像刚抹上精华乳一样，依旧顺滑有光泽，边睡觉边养发谁不爱！
	
#蓬蓬肽增粗发芯[话题]# #多肽修护发芯[话题]##养出丝缎发[话题]##护发心得分享[话题]##护发养发[话题]##livingproof缕灵[话题]# #livingproof洗发水[话题]# #livingproof养发真丝瓶[话题]#  #头发护理[话题]# #记录生活[话题]# #笔记灵感[话题]# #浪漫生活的记录者[话题]##好物分享[话题]# #爱用物分享[话题]#  #洗发水控油蓬松[话题]#",https://www.xiaohongshu.com/explore/65eeb78900000000130278c9?xsec_token=ABfZCLK-y_DugiBurY69YGyt5iRdaFcEs3Jmpvju-M6kE=&xsec_source=pc_search,567eab3c6a6a694322e458e2,梨梨梨子,2024-03-12T14:10:25+00:00,63.0,22.0,10.0,3.0,正向,"惊艳, 清爽, 温和, 持久, 顺滑, 有光泽",2025-05-30T00:30:57.829682+00:00
livingproof,Living Proof,52,683a99820000000003038a62,video,爱染烫的女生冲！这洗发水绝绝子！,"618活动直降150！！
#头发干枯干涩[话题]# #头发干枯毛糙[话题]# #头发护理分享[话题]# #洗发水红榜[话题]# #LivingProof每日圆满洗发水[话题]# #livingproof洗发水[话题]# #livingproof缕灵[话题]# #缕灵每日圆满洗发水[话题]#",https://www.xiaohongshu.com/explore/683a99820000000003038a62?xsec_token=ABLR7BhAbiCES_Hmf1oIe_o5HOAzkxmNFJUp0Y93b09Lg=&xsec_source=pc_search,62e8b5ab000000001501ae8e,小甜蜜丸子,2025-05-31T13:54:10+00:00,1.0,0.0,1.0,0.0,正向,"绝绝子, 蓬松喝饱水, 顺滑, 广告发质的那种效果, 杂志封面的效果",2025-06-07T20:43:39.601977+00:00
livingproof,Living Proof,53,682ab70b000000002100e68f,normal,油扁塌表示太炸裂。。可以用歹毒形容,"作为一个细软塌发质+大油头
谁能想到有洗发水能治它了？！
每天洗头不到一天就贴头皮的我
用完它头发不受地心引力控制了！
坚挺48+小时不是问题
颅顶增高！脸小一圈不是梦！
	
✅缕灵专研蓬蓬肽
麻省理工团队研发的OFPMA成分
3次使用发丝增粗4.22%！
发根立挺超持久
实测36小时不塌！
✅ 蠕虫叉红藻
阻隔油脂、空气污垢黏附
头发出油速度直接减半！
夏天戴口罩、挤地铁再也不怕粘腻啦！
✅ 复合氨基酸表活
保护头皮环境
不干涩不假滑
tuo发都少了～
	
🔥限时2⃣折❗只要79❗
（对比[桃子R]245💰，赢麻了！）
蓬松发量才是氛围感天花板！
79拥有一颗美女感脑袋，这波血赚！
	
#油头救星[话题]# #油头洗发水[话题]# #洗发水控油蓬松[话题]# #livingproof洗发水[话题]# #Livingproof缕灵[话题]# #缕灵丰盈蓬松洗发水[话题]# #受损发质洗发水[话题]# #修复洗发水[话题]# #洗发水去屑止痒控油蓬松[话题]#",https://www.xiaohongshu.com/explore/682ab70b000000002100e68f?xsec_token=ABCGEbl9BCM0y-JF9YbnnHe7dJFTdlPh78eJuO_lqsoa0=&xsec_source=pc_search,62790ce6000000001501745f,bellaaaa,2025-05-19T12:43:55+00:00,2.0,0.0,1.0,0.0,正向,"治它了, 头发不受地心引力控制, 坚挺48+小时, 颅顶增高, 脸小一圈, 发丝增粗, 发根立挺超持久, 不塌, 阻隔油脂, 空气污垢黏附, 头发出油速度直接减半, 不粘腻, 保护头皮环境, 不干涩不假滑, tuo发都少了",2025-06-07T20:43:39.601977+00:00
livingproof,Living Proof,54,655309af000000001100db26,normal,双十一买的最失败的东西-洗发水,"living proof！！！
你这么贵怎么还这么难用！！！
当初朋友看了我的购物车
特意把他圈出来建议我不要买避雷
我偏不信我偏要试一试
你才200多毫升一瓶洗发水价格就够买其他的牌子大瓶一套了
你都这么贵了
结果没什么泡沫
洗了长头屑
洗完第二天就油了
你怎么什么优点都没有啊！！！
为什么我的命中情定洗发水玛馨妮是日货啊
有没有和玛馨妮一样便宜大碗香喷喷洗完超蓬松的洗发水推荐啊[哭惹R]",https://www.xiaohongshu.com/explore/655309af000000001100db26?xsec_token=ABcWD6ziWlBDtmDFE-5cWCYp2kzWCJpV1aUGJQwo0p768=&xsec_source=pc_search,58b58b6f82ec396c3e0e94d2,每天一遍不想上班,2023-11-14T13:46:47+00:00,40.0,10.0,44.0,8.0,负向,"贵, 难用, 没泡沫, 长头屑, 第二天就油了, 没有优点",2025-05-30T00:30:57.829682+00:00
livingproof,Living Proof,55,655b82fa000000003203350b,normal,living proof护发素跌到200以下等于不要钱,"对头皮好一点 头发也能牢固一点
之前洗发水就很久没上架了
这回应该是货源充足
否则早就断货了
护发素就配给长头发的宝宝
油头短发可以不用
发根扁塌真的要试试它
头发蓬松了脸也能小一圈
	
它的确有黑科技 麻省理工研制
但黑科技不是变魔法 不要幻想到不切实际的程度
它能改善 但出油厉害的根源肯定还是身体调理
想长期解决油头
肯定还要早睡早起多喝水 balabala
如果换洗发水都解决不了 发根扁塌的话
真的不能怪洗发水了 要找找其他原因
	
另外就是不要买到假货
每天出门 还要做饭的话
最好还是2天一洗 买大瓶不心疼
	
#Livingproof[话题]# #黑科技[话题]# #輕鬆趕走扁塌髮根[话题]# #发根蓬松[话题]# #显脸小[话题]# #解决头皮头发所有问题[话题]# #发量惊人[话题]# #亚马逊海外购[话题]# #亚马逊[话题]# #每天洗头[话题]# #头发不油[话题]# #livingproof洗发水[话题]# #麻省理工[话题]# #Livingproof缕灵[话题]#",https://www.xiaohongshu.com/explore/655b82fa000000003203350b?xsec_token=ABbjaKshpVM7jlpcrrzlSlq9FVeycg4dqqonMOqFzvkgw=&xsec_source=pc_search,5bbb9bc94bcb9c0001dc7cbf,叫我酥心糖,2023-11-21T00:42:17+00:00,42.0,37.0,50.0,30.0,正向,"对头皮好, 头发牢固, 黑科技, 改善发根扁塌, 头发蓬松, 显脸小, 解决头皮头发所有问题, 发量惊人, 头发不油",2025-05-30T00:30:57.829682+00:00
livingproof,Living Proof,56,6808c35c000000001d023633,normal,任何人没试过缕灵我都会伤心💔的,"MIT研发的洗发水2折清仓！
油头/毛躁党速冲！
油扁塌的痛我太懂了😭
早上洗头下午就油成条形码
但！今天这波清仓必须按头安利！
Living Proof官网2折大漏！
正装洗发水79带走！
效期还有好几个月用完足够了
原本255！这价格错过真的要哭晕惹！
---
🔥 油塌星人闭眼入👉丰盈蓬松款
添加专研蓬蓬肽，细软塌也能拥有高颅顶！
🔥 炸毛暗哑救星👉每日圆满款
黑科技顺滑防护膜，喂饱干枯发重焕光泽！
---
美国高端小众黑科技洗护
都是无硅油氨基酸配方
min头也放心入手！
	
#看得见的肽蓬松力[话题]# #控油蓬松[话题]# #护发如护肤[话题]# #livingproof洗发水[话题]# #livingproof[话题]# #缕灵洗发水[话题]# #缕灵丰盈蓬松洗发水[话题]# #缕灵每日圆满洗护[话题]# #洗发水清仓捡漏[话题]# #细软塌洗发水推荐[话题]#",https://www.xiaohongshu.com/explore/6808c35c000000001d023633?xsec_token=ABUqEyatBfHcEoiu_lbguLkKjFxfy8sLzKGscBY_M5aos=&xsec_source=pc_search,62790ce6000000001501745f,bellaaaa,2025-04-23T18:39:24+00:00,6.0,0.0,1.0,0.0,正向,"丰盈蓬松, 顺滑防护, 重焕光泽",2025-06-07T20:43:39.601977+00:00
livingproof,Living Proof,57,65eeca6e000000000d00fcd7,normal,洗发水避雷,"今天不写推荐，今天写避雷。我最近就新买了一瓶洗发水叫living proof买的时候做了很多功课很多人都说好用，说洗完头发很蓬松油头一定要尝试，我尝试了，用的时候我就觉得奇怪为什么这个洗发水没有什么泡沐的，我想可能是贵价洗发水就是这个样子的吧，不需要很多泡沐也可以把头洗干净，洗蓬松。
	
第二天到了中午的时候，我的头就已经开始油了，油的可以去炒一盆菜了，它的宣传页上是这么敢写告别扁塌，长效蓬松的，它可是让我变成了扁塌，并没有变成蓬松。你主页上写了一堆高科技什么复合氨基酸表活，什么蠕虫叉红藻提取物，为什么没有在我的头上发挥作用。这瓶洗发水的唯一优点就是味道还挺好闻的，除此之外没有了。
	
我是不知道你是为什么敢买这么贵，还在我头上一点用处都没有的，重点是我还退不了货，我心痛我的两百多块钱 。
	
竟然有这么厉害的品牌背书，创始人也这么牛逼，为什么不能把产品在做到更好一点呢？产品好才是品牌能持续走下去的原因，消费者愿意为好的产品买单。
	
还有问一些大家有没有好的洗发水推荐，可以推荐一下给我，让我来尝试，给大家避避雷
	
昨天出了一个乌龙，可能太生气了，气我的钱回不来，忘记仔细看照片拍的是洗发水还是护发素了，今天两个都拍上来告诉大家我两个都有。
#洗发水[话题]# #洗发水避雷[话题]# #大学生[话题]# #避雷[话题]#",https://www.xiaohongshu.com/explore/65eeca6e000000000d00fcd7?xsec_token=ABbpIcJrdtgabhMdUEmOtJXAjJY7OHC1m5K6ldflNcELg=&xsec_source=pc_search,5d36f7770000000012031dd0,bp,2024-03-11T17:10:07+00:00,18.0,6.0,14.0,2.0,负向,"油头, 扁塌, 味道好闻",2025-05-30T00:30:57.829682+00:00
livingproof,Living Proof,58,67b5e705000000002602e08b,normal,哦谢 这个干发喷雾,"坏消息：给我干成邪恶老奶了
好消息：头发变得非常蓬松，而且香香的[自拍R]
#干发喷雾[话题]# #蓬松喷雾[话题]# #免洗喷雾[话题]# #Living[话题]# Proof",https://www.xiaohongshu.com/explore/67b5e705000000002602e08b?xsec_token=ABzoL9Qg2vzfsPqgAa06odvX9QcuHQtMRt7EZAQ2qAa0M=&xsec_source=pc_search,5e94ece20000000001000c21,楠的精神很脆弱😗,2025-02-19T22:13:25+00:00,48.0,1.0,5.0,1.0,正向,"蓬松, 香香的",2025-06-07T20:07:59.707381+00:00
livingproof,Living Proof,59,682eb413000000000f031ab2,video,册那‼️打到79💰！官方200+没下来过。。,"谁懂！缕灵蓬松的效果让我服的透透的！
不是拔干的单纯去油
而且带有轻盈水润感的蓬松！
头皮巨清爽 头发根根分明！
	
挤出来是流动性很强的啫喱质地
很高级的清香～
洗完三天 发丝还带着若有若无的香气
这个折扣性价比拉满了！保税仓发的！
	
#livingproof洗发水[话题]# #Livingproof缕灵[话题]# #洗发水控油蓬松[话题]# #缕灵丰盈蓬松洗发水[话题]# #养发高端局[话题]# #洗发水去屑止痒控油蓬松[话题]# #洗发水618[话题]# #进口洗发水[话题]# #头发油用什么洗发水[话题]#",https://www.xiaohongshu.com/explore/682eb413000000000f031ab2?xsec_token=ABG30OPiP0GB2HgEzamJQZtDVasBcWudewRHJK1C5aJeA=&xsec_source=pc_search,62e8b5ab000000001501ae8e,小甜蜜丸子,2025-05-22T13:20:19+00:00,0.0,0.0,1.0,1.0,正向,"高级, 清香, 性价比高",2025-05-30T00:30:57.829682+00:00
livingproof,Living Proof,60,68197e0f000000000f03a801,video,官网255💰。。好大的羊毛！,"克细软塌油头先天圣体！！
🇺🇸黑科技洗发水还是🐮
这个💰抢到就赚！
#livingproof洗发水[话题]# #Livingproof缕灵[话题]# #Livingproof丰盈蓬松洗发水[话题]##洗发水控油蓬松[话题]# #细软塌洗发水[话题]#  #缕灵丰盈蓬松洗发水[话题]# #洗发水羊毛[话题]# #洗发水清仓捡漏[话题]#",https://www.xiaohongshu.com/explore/68197e0f000000000f03a801?xsec_token=ABZC-t2xe5eDD2MNCXcQGPnUbIZyW-ZijtQk7AWc6bLqw=&xsec_source=pc_search,62e8b5ab000000001501ae8e,小甜蜜丸子,2025-05-06T11:12:15+00:00,1.0,0.0,1.0,0.0,正向,"黑科技, 羊毛, 赚",2025-06-07T20:07:59.707381+00:00
livingproof,Living Proof,61,669f456f000000000d00de6d,normal,不说了，没想到这年头还有这么🐮的淘宝c店——,"起因：7月18日在 桃生活店铺 桃生活DoraLife店铺购买了一瓶Living Proof丰盈护发素，20号包裹放在家门口 （21号实际签收），收到包裹没有任何问题，产品没有塑封 没有外盒，就一瓶护发素 收到是P2情况，由于自己的淘宝账号被禁言了，固换了男朋友的淘宝账号去联系客服沟通情况。
过程：用男友账号联系店铺客服讲明情况，发送了订单编号和产品订单截图 以及收到货的产品污浊图片P3 P4；今天上午着急出门，随手拍了几张产品的大概图 继续联系客服P5P6～。
该客服态度很差，直接质疑我拿了其他产品换货了。客服说仓库高清发货视频，那你们应该也能看得到发货的时候产品是否有污浊吧，直接一上来就质疑消费者拿了假货去换，态度恶劣 不进行有效处理；我的账号被禁言了， 所以就无法处理售后了对吗。可以理解更换账号去沟通售后 造成的不便，上面我也跟客服说了账号的问题，但是实在是客服态度太恶劣，好好沟通解决问题就可以 直接质疑消费者更换产品处理售后；没想到这年头还有这么牛的淘宝店铺，得罪不起了好吗  远离远离#淘宝c店[话题]# #桃生活DoraLife桃生活店铺[话题]# #购物[话题]##避雷[话题]##店铺真假[话题]##私藏店铺[话题]##凝哥是个小仙女[话题]#",https://www.xiaohongshu.com/explore/669f456f000000000d00de6d?xsec_token=AB1mB33JAcWFTHwNoFMGumCGN-D7xYsGoaKws1EIHN17c=&xsec_source=pc_search,5b7f8a21c6340c00014b7626,Lazy.,2024-07-23T13:59:27+00:00,11.0,5.0,32.0,11.0,负向,"污浊, 没有塑封, 没有外盒",2025-05-30T00:30:57.829682+00:00
livingproof,Living Proof,62,67d2aee8000000000e007211,normal,黑科技洗护品牌｜Living Proof低价处理ing！,"由麻省理工学院科学家团队研发
好莱坞明星造型师参与设计
用科学和专利技术解决棘手的护发难题
LP拥有20多项专利技术
荣获了130多项国际大奖
里面的黑科技-OFPMA（健康头发因子） 专利成分
能够在头发上形成一层控油保护膜
可以有效对抗油垢、灰尘和湿气
防止头发毛躁，从而保护头发健康
	
四大明星产品：
✨丰盈蓬松控油洗发水、护发素
适合细软扁塌发质、易出油发质
✨免洗干发喷雾
油头应急法宝！30秒去油！
不爱洗头又爱出油的宝宝必备！
懒人必备！
月子麻麻不方便洗头必备！
✨反重力丰盈喷雾
拯救扁塌，拯救细软发质
拯救贴头皮！
喷上后肉眼可见头发变蓬松！
✨蓬松发根增厚喷雾
蓬松发根，增厚发丝，打造高颅顶
他家的密法元气乳也是个好东西
易脱发宝宝真的可以试试
自带按摩头真的超舒服！
	
Living Proof 是全系列无硅油护发品牌
市面上其他护发品牌宣传无硅油
其实只有部分洗发水是无硅油
而护发素、发膜、护发精油等产品依然添加硅油成分
	
Living Proof全线产品不仅均不含硅油
而且不会像传统无硅油洗发水一样洗完后干涩
它是通过可替代硅油的""隐形雨衣""因子OFPMA
不仅能控油还能防尘防毛躁，形成轻盈保护膜
不管你是细软塌还是发质受损
living proof都有对症下药的产品
他家喷雾更是可以直接闭眼入！
#洗发水[话题]#  #打造高颅顶[话题]#  #控油洗发水[话题]#  #去油神器[话题]#    #干发喷雾[话题]#  #livingproof[话题]#  #livingproof缕灵[话题]#  #缕灵干发喷雾[话题]# #蓬松洗发水[话题]# #脱发救星[话题]#",https://www.xiaohongshu.com/explore/67d2aee8000000000e007211?xsec_token=ABnTuCsXNC8OK2jsgUQ2B88bG60L3qUxc7fQ5o25uPjXI=&xsec_source=pc_search,60abed97000000000101e0e4,Camellia山茶花,2025-03-13T18:09:45+00:00,2.0,1.0,0.0,3.0,正向,"易脱发宝宝适用, 自带按摩头, 超舒服",2025-06-07T20:43:39.601977+00:00
livingproof,Living Proof,63,64ef1b59000000001500bee6,normal,精简生活，复购代替挑选，可是…..,用了五年living proof的volume了，能满足自己最基础的要求，蓬松不伤发，每天洗发不会涩，不掉发，头发也有光泽。可是每次囤洗发水的时候就想着是不是换一换，然而买回来用几天又换回living proof。人真奇怪，明明已经找到最合适的了，又总想着去找那个不合适的，哪怕试试也好。所以到底有没有一款差不多效果的洗发水换着用呢[微笑R]#livingproof[话题]##洗发水[话题]##蓬松[话题]#,https://www.xiaohongshu.com/explore/64ef1b59000000001500bee6?xsec_token=AB3iZ0GU9dpZQJECnqscPInPz5PVN2R2YLjka-Z6eY4N4=&xsec_source=pc_search,56755ff16a6a6930c0a6e60e,迷恋Tiziano,2023-08-31T09:39:00+00:00,3.0,2.0,5.0,0.0,正向,"蓬松, 不伤发, 光泽, 合适",2025-05-30T00:30:57.829682+00:00
livingproof,Living Proof,64,6809a8f6000000001201d022,video,对living proof真的是相见恨晚呀👍,"超级超级控油蓬松的洗发水
对各种发质都适用！因为它是氨基酸温和清洁
还有增粗保护发丝的效果[赞R]
头皮环境是发质好不好的关键
这个💰真的不容错过‼️
	
#livingproof洗发水[话题]# #护发养发[话题]# #控油蓬松[话题]# #油头洗发水[话题]# #洗发水去屑止痒控油蓬松[话题]# #缕灵洗发水[话题]# #缕灵丰盈蓬松洗发水[话题]# #细软塌洗发水[话题]# #蓬松洗发水推荐[话题]#",https://www.xiaohongshu.com/explore/6809a8f6000000001201d022?xsec_token=ABaYU8ioL4pMmxtAQl9i6PJt4oPymfc8MiroDrS3XqPaU=&xsec_source=pc_search,62e8b5ab000000001501ae8e,小甜蜜丸子,2025-04-24T10:59:02+00:00,5.0,3.0,1.0,1.0,正向,"控油, 蓬松",2025-06-07T20:07:59.707381+00:00
livingproof,Living Proof,65,64f3fd980000000020002935,normal,⚠️避雷针：超难用的油头洗护没有之一,"救命🆘！没有用过的产品绝不乱讲话。
这次真的有点出离愤怒。油头真的千万不要买，踩雷踩得稳稳的。
	
一生油头所以一直在寻找好用的洗发水，什么叫好用？要求不高：
👉洗完吹干要有清爽轻盈感
👉有没有#高颅顶[话题]# 我不在乎！但至少1.5-2天不用洗头。
	
几星期前被小红书种草到Living proof这款洗发水➕护发素。立马奔到Sephora洗发水护发素配齐两瓶60欧，用了半瓶不到：就这⁉️⁉️
每次洗完不仅没有清爽轻盈的感觉，尤其是护发素真的怎么冲都感觉没冲干净，连假滑都不舍得给我感受一下。而且用超市买4-5欧的欧莱雅卡尼尔至少也是第二天中午才感觉开始油，结果用了这以后可以迅速达到“早上洗头，下午四五点就闻到自己头皮的味道”请问是认真的吗？
	
还要吐槽开口设计，不能好好按个泵头非整些花里胡哨的，每次洗澡洗头光着身子使出吃奶的劲儿挤压瓶身才能搞出来。讲真 @Living proof缕灵 到底有没有在好好做产品？还是尽花💰作推广了？产品真的有找目标消费者做过test？如果样本低于40个我只能说谢谢您慢走不送。这样一瓶卖30欧真的疯了！[石化R][石化R] 唯一大概就是味道不难闻。
	
吐槽归吐槽，下回给#油头[话题]# 们推荐好用的洗发水！
	
#油头[话题]# #油头洗发水[话题]# #控油洗发水[话题]# #洗发水推荐[话题]# #洗发水测评[话题]#",https://www.xiaohongshu.com/explore/64f3fd980000000020002935?xsec_token=ABEMHrPnjqKlIZn2dof8Mqt45TdLIHLhl-rsM7Bc7me0w=&xsec_source=pc_search,5ad78e0fe8ac2b29567c6978,24年的拉菲,2023-09-03T12:44:48+00:00,6.0,0.0,1.0,4.0,负向,"难用, 设计不合理, 价格高",2025-05-30T00:30:57.829682+00:00
livingproof,Living Proof,66,65b71d04000000000c004571,normal,油扁塌冲它就完事了！高颅顶轻松get！,"细软塌+大油头真的很爱living proof缕灵.这组丰盈蓬松护发cp！空瓶贼多次了！
不吹不黑 它的控油蓬松度大油头用完感觉头皮都在呼吸！除了有点小贵 真的没毛病！
	
⚪缕灵丰盈蓬松洗发水
透明啫喱质地 上头轻松就能搓出丰富细腻的泡沫
洗完头皮贼清爽！
发丝根根分明 有种被支棱起来的感觉！
吹干就能轻松get高颅顶头发看起来丰盈蓬松！
从视觉上看发量翻倍！
	
⚪缕灵丰盈蓬松洗发水
因为经常染烫发丝受损难免会有些毛躁干枯
搭配同款护发素使用 深层修护受损发丝
丝滑奶冻质地 一冲即净
洗完头发一梳到底 顺滑有光泽
这一套搭配使用下来
头发蓬松柔顺发丝还带着清新的果香
大油头坚持个三天不在话下！而且发丝越用用越强韧！
#控油洗发水[话题]##控油蓬松洗发水[话题]##洗发水推荐[话题]##护发养发[话题]##细软塌发质[话题]##细软塌必入蓬松洗发水[话题]##洗护好物[话题]##浴室好物[话题]##小众洗护[话题]##浪漫生活的记录者[话题]##提升幸福的小物[话题]##宝藏个护ontime[话题]##油头救星[话题]##livingproof缕灵[话题]##livingproof洗发水[话题]##livingproof护发素[话题]##看得见的肽蓬松力[话题]#",https://www.xiaohongshu.com/explore/65b71d04000000000c004571?xsec_token=ABbhs_YrrEBbQi3MAExv9fuRql9gYRwrYcwlEsOr3mLNk=&xsec_source=pc_search,5a3b36584eacab5bd2aa36ac,WHERE.呱呱的主人,2024-01-29T11:35:33+00:00,66.0,39.0,24.0,3.0,正向,"控油蓬松, 清爽, 顺滑有光泽, 强韧",2025-05-30T00:30:57.829682+00:00
livingproof,Living Proof,67,680f1f5a000000000b015a1d,video,🇺🇸进口超棒的洗发水！洗的干净蓬松！,"这个羊毛不薅亏大啦！
原本两三百的日常💰哦～
直接清到底裤‼️
冲冲冲[购物车R]
#氨基酸洗发水[话题]#  #哪种洗发水好用[话题]# #控油蓬松[话题]# #洗发水控油蓬松留香[话题]# #洗发水女[话题]#  #livingproof洗发水[话题]# #缕灵丰盈蓬松洗发水[话题]# #缕灵每日圆满洗护[话题]# #livingproof缕灵[话题]# #滋养头皮洗发水[话题]#",https://www.xiaohongshu.com/explore/680f1f5a000000000b015a1d?xsec_token=ABn4Qh_ad48nBQ_z2gbCtaFALm0-v1jJ9AfiEkRBlwoK0=&xsec_source=pc_search,62e8b5ab000000001501ae8e,小甜蜜丸子,2025-04-28T14:25:31+00:00,1.0,0.0,0.0,0.0,正向,"超棒, 干净蓬松, 巨蓬松, 巨清爽",2025-06-07T20:07:59.707381+00:00
livingproof,Living Proof,68,68408ece00000000230159b1,normal,我天啊！三天没洗头还能支棱成蒲公英头！,"家人们！谁懂细软塌的痛啊！每天洗头还是贴头皮，直到挖到Living Proof缕灵这套洗护，直接给我拿捏住了！
咱就是说，这蓬蓬肽真的牛！尾穗苋籽提取物就像给发根装了空气弹簧，洗完头顶直接支棱成蒲公英，一次洗护能蓬48小时 ，洗三次发丝直接增粗4.22% ！细软塌秒变高颅顶美女，发缝都能隐形，绝了！
还有这蠕虫叉红藻提取物，对敏敏头太友好啦！强韧发丝减少断发，舒缓头皮，油敏头狂喜 ，还能抗🐑化，抗住紫外线和污染，一整个绝绝子！
护发素更是枯发救星！植烷三醇锁水、强韧、促渗透三合一，炸毛、干枯受损发质用了直接丝滑到能滑滑梯 。油头、细软塌、想搞高颅顶的姐妹，信我！用这套直接从“贴脸枯草”逆袭“空气感美女” ，油头姐妹闭眼冲，三天不洗头还能支棱，谁用谁香！
#LivingProof[话题]##缕灵[话题]# #细软塌救星[话题]# #油头洗护[话题]# #高颅顶洗发水[话题]# #护发干货[话题]##爱用好物[话题]#",https://www.xiaohongshu.com/explore/68408ece00000000230159b1?xsec_token=ABrDrYMv9Ymt6s2Gc39V3sw1OGUnNbCji5okc7slv6GtQ=&xsec_source=pc_search,619f14be0000000010006983,一个密密,2025-06-05T02:22:07+00:00,40.0,0.0,0.0,0.0,正向,"拿捏住了, 牛, 友好, 强韧, 舒缓, 抗🐑化, 抗住紫外线和污染, 绝绝子",2025-06-07T20:43:39.601977+00:00
livingproof,Living Proof,69,660a5cf4000000001a0157d4,video,精致女生的晚间洗护～告别油腻 元气满满！！,#沉浸式[话题]# #洗澡[话题]# #洗护[话题]# #护发好物[话题]# #身体护理[话题]# #浪漫生活的记录者[话题]# #解压[话题]##livingproof缕灵[话题]# #livingproof养发真丝乳[话题]# #氛围感[话题]# #livingproof洗发水[话题]# #livingproof[话题]# #蓬蓬肽增粗发芯[话题]# #多肽修护发芯[话题]# #养出丝缎发[话题]#,https://www.xiaohongshu.com/explore/660a5cf4000000001a0157d4?xsec_token=AB56GR2dRSrQRM2EhDGh90yY5sa9L5qjf0-SmS88X_ZZ8=&xsec_source=pc_search,5bfe48cbf02e360001bbe759,一顿能吃三碗饭,2024-04-01T15:36:04+00:00,206.0,86.0,130.0,5.0,正向,"蓬松, 细软, 香味好闻, 温和, 深层滋养",2025-05-30T00:30:57.829682+00:00
livingproof,Living Proof,70,683f071f000000002102d5ff,normal,爱出汗的发量王者如何过夏天？,"我真的太不喜欢初夏这个闷热天气了，昨天晚上洗了头，早上起床的时候后脑勺就湿透了，出完汗的头发出油速度简直了。总结几个夏天洗头方法：
【头皮预洗】我会用到缕灵的预洗头皮护理液，容易脏的头顶和爱出汗的后脑勺部分一定要按摩带到，静待5分钟再洗掉。
【洗发】洗发水尽量多搓一点泡沫，多搓2分钟，不要抹上泡沫就冲掉了，揉搓到全部头皮，这样头发能油的慢点。沙发人士一定要用护发素，不要带到头皮，容易过敏。最近在用的这套缕灵很适合夏天，洗后颅顶非常蓬松。
【吹干】用毛巾尽可能擦干头发再吹风，有看到过干发巾包头包久了会油得更快的说法，先吹后脑勺的头皮部分，可以吹干得更快，夏天吹热风真的要热惨。
【洗后护理】我会在吹干的过程中停下来在发尾摸一点护发精油，这款卡诗紫瓶很适合沙发，不过细软塌就要慎用了，容易吹不干。吹干头发后，我会在头顶喷一点馥绿德雅的头皮精华液，里面应该有薄荷，凉凉的夏天用很舒服。
#livingproof[话题]# #缕灵[话题]# #缕灵洗发水[话题]# #爱出油的头发[话题]# #蓬松洗发水[话题]# #控油蓬松[话题]# #睡一觉头发就油了[话题]#",https://www.xiaohongshu.com/explore/683f071f000000002102d5ff?xsec_token=ABgWoLliso_VxiFBwBCoSPHoiUa1nXZfPubHRQcKZUjf4=&xsec_source=pc_search,5ace085c11be1038fa8861b8,LSC,2025-06-03T22:30:55+00:00,7.0,1.0,5.0,5.0,正向,"适合夏天, 洗后颅顶非常蓬松",2025-06-07T20:07:59.707381+00:00
